datetime,temperature_2m,precipitation,rain,snowfall,wind_speed_10m,shortwave_radiation,cloudcover,latitude,longitude
2020-01-01 00:00:00,4.0,0.0,0.0,0.0,6.6,0.0,55,51.5085,-0.1257
2020-01-01 01:00:00,2.0,0.0,0.0,0.0,9.1,0.0,8,51.5085,-0.1257
2020-01-01 02:00:00,2.0,0.0,0.0,0.0,7.2,0.0,28,51.5085,-0.1257
2020-01-01 03:00:00,2.6,0.0,0.0,0.0,6.5,0.0,92,51.5085,-0.1257
2020-01-01 04:00:00,3.3,0.0,0.0,0.0,6.1,0.0,100,51.5085,-0.1257
2020-01-01 05:00:00,3.9,0.0,0.0,0.0,6.5,0.0,90,51.5085,-0.1257
2020-01-01 06:00:00,4.0,0.0,0.0,0.0,4.2,0.0,95,51.5085,-0.1257
2020-01-01 07:00:00,4.3,0.0,0.0,0.0,5.1,0.0,100,51.5085,-0.1257
2020-01-01 08:00:00,3.8,0.0,0.0,0.0,6.5,0.0,100,51.5085,-0.1257
2020-01-01 09:00:00,4.7,0.0,0.0,0.0,1.8,12.0,100,51.5085,-0.1257
2020-01-01 10:00:00,5.3,0.0,0.0,0.0,3.0,53.0,91,51.5085,-0.1257
2020-01-01 11:00:00,6.0,0.0,0.0,0.0,3.0,109.0,100,51.5085,-0.1257
2020-01-01 12:00:00,6.1,0.0,0.0,0.0,3.8,108.0,100,51.5085,-0.1257
2020-01-01 13:00:00,6.5,0.0,0.0,0.0,3.4,67.0,100,51.5085,-0.1257
2020-01-01 14:00:00,6.6,0.0,0.0,0.0,1.4,49.0,100,51.5085,-0.1257
2020-01-01 15:00:00,6.6,0.0,0.0,0.0,2.6,29.0,100,51.5085,-0.1257
2020-01-01 16:00:00,6.1,0.0,0.0,0.0,4.8,8.0,100,51.5085,-0.1257
2020-01-01 17:00:00,6.1,0.0,0.0,0.0,4.0,0.0,100,51.5085,-0.1257
2020-01-01 18:00:00,6.2,0.0,0.0,0.0,6.6,0.0,100,51.5085,-0.1257
2020-01-01 19:00:00,6.2,0.0,0.0,0.0,7.6,0.0,100,51.5085,-0.1257
2020-01-01 20:00:00,6.2,0.0,0.0,0.0,7.2,0.0,100,51.5085,-0.1257
2020-01-01 21:00:00,6.4,0.0,0.0,0.0,7.9,0.0,100,51.5085,-0.1257
2020-01-01 22:00:00,6.0,0.0,0.0,0.0,8.3,0.0,99,51.5085,-0.1257
2020-01-01 23:00:00,6.2,0.0,0.0,0.0,9.1,0.0,95,51.5085,-0.1257
2020-01-02 00:00:00,5.9,0.0,0.0,0.0,9.3,0.0,93,51.5085,-0.1257
2020-01-02 01:00:00,6.2,0.0,0.0,0.0,9.0,0.0,96,51.5085,-0.1257
2020-01-02 02:00:00,5.9,0.0,0.0,0.0,8.6,0.0,63,51.5085,-0.1257
2020-01-02 03:00:00,5.7,0.0,0.0,0.0,10.1,0.0,63,51.5085,-0.1257
2020-01-02 04:00:00,6.0,0.0,0.0,0.0,10.9,0.0,75,51.5085,-0.1257
2020-01-02 05:00:00,6.3,0.0,0.0,0.0,12.8,0.0,71,51.5085,-0.1257
2020-01-02 06:00:00,6.7,0.0,0.0,0.0,14.5,0.0,88,51.5085,-0.1257
2020-01-02 07:00:00,7.1,0.0,0.0,0.0,14.8,0.0,100,51.5085,-0.1257
2020-01-02 08:00:00,7.3,0.0,0.0,0.0,14.7,0.0,100,51.5085,-0.1257
2020-01-02 09:00:00,8.1,0.0,0.0,0.0,16.7,7.0,100,51.5085,-0.1257
2020-01-02 10:00:00,8.8,0.0,0.0,0.0,18.2,27.0,96,51.5085,-0.1257
2020-01-02 11:00:00,9.7,0.0,0.0,0.0,21.3,71.0,74,51.5085,-0.1257
2020-01-02 12:00:00,9.7,0.0,0.0,0.0,18.3,116.0,56,51.5085,-0.1257
2020-01-02 13:00:00,10.0,0.0,0.0,0.0,22.6,116.0,98,51.5085,-0.1257
2020-01-02 14:00:00,9.6,0.0,0.0,0.0,25.0,67.0,98,51.5085,-0.1257
2020-01-02 15:00:00,9.5,0.0,0.0,0.0,24.2,62.0,100,51.5085,-0.1257
2020-01-02 16:00:00,9.3,0.0,0.0,0.0,24.2,8.0,100,51.5085,-0.1257
2020-01-02 17:00:00,9.4,0.0,0.0,0.0,24.2,0.0,100,51.5085,-0.1257
2020-01-02 18:00:00,9.7,0.0,0.0,0.0,24.9,0.0,100,51.5085,-0.1257
2020-01-02 19:00:00,9.8,0.0,0.0,0.0,26.5,0.0,100,51.5085,-0.1257
2020-01-02 20:00:00,9.8,0.0,0.0,0.0,26.6,0.0,100,51.5085,-0.1257
2020-01-02 21:00:00,9.9,0.0,0.0,0.0,25.8,0.0,98,51.5085,-0.1257
2020-01-02 22:00:00,9.8,0.0,0.0,0.0,26.1,0.0,100,51.5085,-0.1257
2020-01-02 23:00:00,10.1,0.0,0.0,0.0,26.6,0.0,100,51.5085,-0.1257
2020-01-03 00:00:00,10.0,0.1,0.1,0.0,25.0,0.0,100,51.5085,-0.1257
2020-01-03 01:00:00,10.2,0.1,0.1,0.0,25.3,0.0,100,51.5085,-0.1257
2020-01-03 02:00:00,10.4,0.2,0.2,0.0,23.7,0.0,100,51.5085,-0.1257
2020-01-03 03:00:00,10.4,0.2,0.2,0.0,26.6,0.0,100,51.5085,-0.1257
2020-01-03 04:00:00,10.8,0.1,0.1,0.0,27.6,0.0,99,51.5085,-0.1257
2020-01-03 05:00:00,10.3,0.2,0.2,0.0,23.2,0.0,100,51.5085,-0.1257
2020-01-03 06:00:00,9.6,0.8,0.8,0.0,19.5,0.0,100,51.5085,-0.1257
2020-01-03 07:00:00,9.6,0.7,0.7,0.0,18.4,0.0,100,51.5085,-0.1257
2020-01-03 08:00:00,9.5,0.6,0.6,0.0,18.5,0.0,100,51.5085,-0.1257
2020-01-03 09:00:00,9.5,0.1,0.1,0.0,20.5,4.0,100,51.5085,-0.1257
2020-01-03 10:00:00,8.9,0.0,0.0,0.0,24.0,31.0,99,51.5085,-0.1257
2020-01-03 11:00:00,8.0,0.0,0.0,0.0,20.9,28.0,100,51.5085,-0.1257
2020-01-03 12:00:00,8.0,0.0,0.0,0.0,16.5,52.0,64,51.5085,-0.1257
2020-01-03 13:00:00,8.2,0.0,0.0,0.0,19.1,129.0,3,51.5085,-0.1257
2020-01-03 14:00:00,8.1,0.0,0.0,0.0,20.4,186.0,1,51.5085,-0.1257
2020-01-03 15:00:00,7.4,0.0,0.0,0.0,14.6,125.0,1,51.5085,-0.1257
2020-01-03 16:00:00,5.8,0.0,0.0,0.0,11.1,33.0,9,51.5085,-0.1257
2020-01-03 17:00:00,5.2,0.0,0.0,0.0,11.8,0.0,3,51.5085,-0.1257
2020-01-03 18:00:00,4.6,0.0,0.0,0.0,11.5,0.0,43,51.5085,-0.1257
2020-01-03 19:00:00,4.1,0.0,0.0,0.0,11.5,0.0,0,51.5085,-0.1257
2020-01-03 20:00:00,3.6,0.0,0.0,0.0,10.9,0.0,1,51.5085,-0.1257
2020-01-03 21:00:00,3.4,0.0,0.0,0.0,12.3,0.0,9,51.5085,-0.1257
2020-01-03 22:00:00,3.5,0.0,0.0,0.0,13.5,0.0,0,51.5085,-0.1257
2020-01-03 23:00:00,3.4,0.0,0.0,0.0,13.6,0.0,11,51.5085,-0.1257
2020-01-04 00:00:00,3.4,0.0,0.0,0.0,12.2,0.0,95,51.5085,-0.1257
2020-01-04 01:00:00,3.6,0.0,0.0,0.0,12.6,0.0,100,51.5085,-0.1257
2020-01-04 02:00:00,3.6,0.0,0.0,0.0,13.1,0.0,99,51.5085,-0.1257
2020-01-04 03:00:00,3.4,0.0,0.0,0.0,14.0,0.0,100,51.5085,-0.1257
2020-01-04 04:00:00,3.4,0.0,0.0,0.0,15.0,0.0,100,51.5085,-0.1257
2020-01-04 05:00:00,3.9,0.0,0.0,0.0,14.3,0.0,29,51.5085,-0.1257
2020-01-04 06:00:00,3.7,0.0,0.0,0.0,12.7,0.0,28,51.5085,-0.1257
2020-01-04 07:00:00,3.5,0.0,0.0,0.0,13.4,0.0,6,51.5085,-0.1257
2020-01-04 08:00:00,3.2,0.0,0.0,0.0,12.9,0.0,5,51.5085,-0.1257
2020-01-04 09:00:00,4.0,0.0,0.0,0.0,14.7,21.0,31,51.5085,-0.1257
2020-01-04 10:00:00,5.6,0.0,0.0,0.0,17.0,98.0,26,51.5085,-0.1257
2020-01-04 11:00:00,6.8,0.0,0.0,0.0,17.7,157.0,39,51.5085,-0.1257
2020-01-04 12:00:00,7.8,0.0,0.0,0.0,19.8,195.0,8,51.5085,-0.1257
2020-01-04 13:00:00,8.1,0.0,0.0,0.0,20.2,214.0,4,51.5085,-0.1257
2020-01-04 14:00:00,8.2,0.0,0.0,0.0,18.1,189.0,3,51.5085,-0.1257
2020-01-04 15:00:00,7.5,0.0,0.0,0.0,14.9,117.0,3,51.5085,-0.1257
2020-01-04 16:00:00,5.6,0.0,0.0,0.0,9.6,33.0,24,51.5085,-0.1257
2020-01-04 17:00:00,4.4,0.0,0.0,0.0,8.5,0.0,27,51.5085,-0.1257
2020-01-04 18:00:00,3.9,0.0,0.0,0.0,8.9,0.0,6,51.5085,-0.1257
2020-01-04 19:00:00,3.3,0.0,0.0,0.0,8.5,0.0,12,51.5085,-0.1257
2020-01-04 20:00:00,2.5,0.0,0.0,0.0,7.5,0.0,52,51.5085,-0.1257
2020-01-04 21:00:00,2.0,0.0,0.0,0.0,7.6,0.0,44,51.5085,-0.1257
2020-01-04 22:00:00,2.1,0.0,0.0,0.0,7.3,0.0,77,51.5085,-0.1257
2020-01-04 23:00:00,2.2,0.0,0.0,0.0,7.3,0.0,20,51.5085,-0.1257
2020-01-05 00:00:00,4.5,0.0,0.0,0.0,8.8,0.0,14,51.5085,-0.1257
2020-01-05 01:00:00,4.5,0.0,0.0,0.0,9.0,0.0,35,51.5085,-0.1257
2020-01-05 02:00:00,4.6,0.0,0.0,0.0,9.8,0.0,32,51.5085,-0.1257
2020-01-05 03:00:00,4.5,0.0,0.0,0.0,9.2,0.0,20,51.5085,-0.1257
2020-01-05 04:00:00,4.0,0.0,0.0,0.0,8.7,0.0,41,51.5085,-0.1257
2020-01-05 05:00:00,4.4,0.0,0.0,0.0,9.4,0.0,94,51.5085,-0.1257
2020-01-05 06:00:00,5.4,0.0,0.0,0.0,10.2,0.0,97,51.5085,-0.1257
2020-01-05 07:00:00,5.8,0.0,0.0,0.0,11.8,0.0,65,51.5085,-0.1257
2020-01-05 08:00:00,5.4,0.0,0.0,0.0,12.2,0.0,70,51.5085,-0.1257
2020-01-05 09:00:00,5.6,0.0,0.0,0.0,12.1,14.0,86,51.5085,-0.1257
2020-01-05 10:00:00,6.8,0.0,0.0,0.0,13.8,51.0,98,51.5085,-0.1257
2020-01-05 11:00:00,7.5,0.0,0.0,0.0,12.5,83.0,97,51.5085,-0.1257
2020-01-05 12:00:00,8.1,0.0,0.0,0.0,15.3,112.0,95,51.5085,-0.1257
2020-01-05 13:00:00,8.6,0.0,0.0,0.0,17.4,146.0,76,51.5085,-0.1257
2020-01-05 14:00:00,8.3,0.0,0.0,0.0,14.9,81.0,91,51.5085,-0.1257
2020-01-05 15:00:00,8.1,0.0,0.0,0.0,13.0,57.0,82,51.5085,-0.1257
2020-01-05 16:00:00,7.0,0.0,0.0,0.0,11.0,23.0,47,51.5085,-0.1257
2020-01-05 17:00:00,6.2,0.0,0.0,0.0,11.8,0.0,57,51.5085,-0.1257
2020-01-05 18:00:00,5.7,0.0,0.0,0.0,12.4,0.0,66,51.5085,-0.1257
2020-01-05 19:00:00,5.6,0.0,0.0,0.0,11.5,0.0,68,51.5085,-0.1257
2020-01-05 20:00:00,5.5,0.0,0.0,0.0,10.7,0.0,68,51.5085,-0.1257
2020-01-05 21:00:00,5.3,0.0,0.0,0.0,10.6,0.0,44,51.5085,-0.1257
2020-01-05 22:00:00,5.3,0.0,0.0,0.0,11.2,0.0,50,51.5085,-0.1257
2020-01-05 23:00:00,5.7,0.0,0.0,0.0,11.8,0.0,95,51.5085,-0.1257
2020-01-06 00:00:00,7.0,0.0,0.0,0.0,13.0,0.0,60,51.5085,-0.1257
2020-01-06 01:00:00,7.5,0.0,0.0,0.0,16.0,0.0,100,51.5085,-0.1257
2020-01-06 02:00:00,7.2,0.0,0.0,0.0,17.1,0.0,89,51.5085,-0.1257
2020-01-06 03:00:00,6.6,0.0,0.0,0.0,17.2,0.0,23,51.5085,-0.1257
2020-01-06 04:00:00,5.4,0.0,0.0,0.0,16.3,0.0,74,51.5085,-0.1257
2020-01-06 05:00:00,5.7,0.0,0.0,0.0,16.3,0.0,90,51.5085,-0.1257
2020-01-06 06:00:00,6.1,0.0,0.0,0.0,16.4,0.0,84,51.5085,-0.1257
2020-01-06 07:00:00,6.2,0.0,0.0,0.0,16.4,0.0,78,51.5085,-0.1257
2020-01-06 08:00:00,6.4,0.0,0.0,0.0,16.7,0.0,51,51.5085,-0.1257
2020-01-06 09:00:00,6.4,0.0,0.0,0.0,17.7,16.0,21,51.5085,-0.1257
2020-01-06 10:00:00,7.1,0.0,0.0,0.0,17.0,99.0,10,51.5085,-0.1257
2020-01-06 11:00:00,8.1,0.0,0.0,0.0,25.1,183.0,23,51.5085,-0.1257
2020-01-06 12:00:00,8.2,0.0,0.0,0.0,26.9,226.0,26,51.5085,-0.1257
2020-01-06 13:00:00,7.9,0.0,0.0,0.0,24.6,191.0,78,51.5085,-0.1257
2020-01-06 14:00:00,7.9,0.0,0.0,0.0,26.6,120.0,100,51.5085,-0.1257
2020-01-06 15:00:00,8.2,0.0,0.0,0.0,24.0,43.0,100,51.5085,-0.1257
2020-01-06 16:00:00,7.9,0.3,0.3,0.0,22.7,17.0,100,51.5085,-0.1257
2020-01-06 17:00:00,8.1,0.8,0.8,0.0,24.5,0.0,100,51.5085,-0.1257
2020-01-06 18:00:00,8.5,0.2,0.2,0.0,23.8,0.0,58,51.5085,-0.1257
2020-01-06 19:00:00,8.4,0.0,0.0,0.0,18.5,0.0,42,51.5085,-0.1257
2020-01-06 20:00:00,8.3,0.0,0.0,0.0,18.8,0.0,3,51.5085,-0.1257
2020-01-06 21:00:00,7.2,0.0,0.0,0.0,16.2,0.0,0,51.5085,-0.1257
2020-01-06 22:00:00,6.5,0.0,0.0,0.0,13.7,0.0,0,51.5085,-0.1257
2020-01-06 23:00:00,5.7,0.0,0.0,0.0,10.6,0.0,0,51.5085,-0.1257
2020-01-07 00:00:00,5.4,0.0,0.0,0.0,10.5,0.0,76,51.5085,-0.1257
2020-01-07 01:00:00,5.3,0.0,0.0,0.0,10.8,0.0,92,51.5085,-0.1257
2020-01-07 02:00:00,5.2,0.0,0.0,0.0,12.2,0.0,68,51.5085,-0.1257
2020-01-07 03:00:00,5.0,0.0,0.0,0.0,10.7,0.0,7,51.5085,-0.1257
2020-01-07 04:00:00,4.9,0.0,0.0,0.0,11.5,0.0,8,51.5085,-0.1257
2020-01-07 05:00:00,4.7,0.0,0.0,0.0,10.5,0.0,95,51.5085,-0.1257
2020-01-07 06:00:00,5.7,0.0,0.0,0.0,13.6,0.0,93,51.5085,-0.1257
2020-01-07 07:00:00,6.4,0.0,0.0,0.0,16.2,0.0,97,51.5085,-0.1257
2020-01-07 08:00:00,7.1,0.0,0.0,0.0,18.0,0.0,97,51.5085,-0.1257
2020-01-07 09:00:00,8.2,0.0,0.0,0.0,20.0,5.0,100,51.5085,-0.1257
2020-01-07 10:00:00,9.0,0.0,0.0,0.0,20.9,29.0,91,51.5085,-0.1257
2020-01-07 11:00:00,9.6,0.0,0.0,0.0,21.3,68.0,34,51.5085,-0.1257
2020-01-07 12:00:00,10.6,0.0,0.0,0.0,23.8,172.0,97,51.5085,-0.1257
2020-01-07 13:00:00,10.9,0.0,0.0,0.0,23.0,201.0,43,51.5085,-0.1257
2020-01-07 14:00:00,10.7,0.0,0.0,0.0,23.8,167.0,99,51.5085,-0.1257
2020-01-07 15:00:00,10.1,0.0,0.0,0.0,26.1,63.0,100,51.5085,-0.1257
2020-01-07 16:00:00,10.3,0.0,0.0,0.0,25.6,13.0,100,51.5085,-0.1257
2020-01-07 17:00:00,10.9,0.0,0.0,0.0,26.9,0.0,100,51.5085,-0.1257
2020-01-07 18:00:00,11.5,0.0,0.0,0.0,29.2,0.0,100,51.5085,-0.1257
2020-01-07 19:00:00,12.0,0.1,0.1,0.0,28.5,0.0,100,51.5085,-0.1257
2020-01-07 20:00:00,12.3,0.0,0.0,0.0,27.5,0.0,100,51.5085,-0.1257
2020-01-07 21:00:00,12.4,0.0,0.0,0.0,27.8,0.0,100,51.5085,-0.1257
2020-01-07 22:00:00,12.6,0.0,0.0,0.0,27.7,0.0,100,51.5085,-0.1257
2020-01-07 23:00:00,12.4,0.0,0.0,0.0,26.5,0.0,77,51.5085,-0.1257
2020-01-08 00:00:00,12.1,0.0,0.0,0.0,26.5,0.0,100,51.5085,-0.1257
2020-01-08 01:00:00,12.3,0.0,0.0,0.0,27.5,0.0,99,51.5085,-0.1257
2020-01-08 02:00:00,12.4,0.0,0.0,0.0,26.8,0.0,100,51.5085,-0.1257
2020-01-08 03:00:00,12.3,0.0,0.0,0.0,24.5,0.0,100,51.5085,-0.1257
2020-01-08 04:00:00,12.2,0.0,0.0,0.0,24.2,0.0,100,51.5085,-0.1257
2020-01-08 05:00:00,12.1,0.0,0.0,0.0,22.5,0.0,100,51.5085,-0.1257
2020-01-08 06:00:00,11.9,0.0,0.0,0.0,19.0,0.0,96,51.5085,-0.1257
2020-01-08 07:00:00,11.2,0.0,0.0,0.0,19.0,0.0,43,51.5085,-0.1257
2020-01-08 08:00:00,10.4,0.0,0.0,0.0,17.5,0.0,38,51.5085,-0.1257
2020-01-08 09:00:00,10.2,0.0,0.0,0.0,16.9,18.0,46,51.5085,-0.1257
2020-01-08 10:00:00,10.8,0.0,0.0,0.0,16.6,83.0,60,51.5085,-0.1257
2020-01-08 11:00:00,11.3,0.0,0.0,0.0,17.9,135.0,92,51.5085,-0.1257
2020-01-08 12:00:00,11.6,0.0,0.0,0.0,16.9,115.0,92,51.5085,-0.1257
2020-01-08 13:00:00,11.7,0.0,0.0,0.0,15.5,157.0,96,51.5085,-0.1257
2020-01-08 14:00:00,10.9,0.0,0.0,0.0,10.3,36.0,100,51.5085,-0.1257
2020-01-08 15:00:00,10.6,0.0,0.0,0.0,8.7,27.0,100,51.5085,-0.1257
2020-01-08 16:00:00,9.9,0.1,0.1,0.0,6.4,5.0,100,51.5085,-0.1257
2020-01-08 17:00:00,9.6,0.1,0.1,0.0,6.4,0.0,100,51.5085,-0.1257
2020-01-08 18:00:00,9.3,0.1,0.1,0.0,4.8,0.0,100,51.5085,-0.1257
2020-01-08 19:00:00,9.2,0.2,0.2,0.0,4.7,0.0,100,51.5085,-0.1257
2020-01-08 20:00:00,9.2,0.1,0.1,0.0,6.5,0.0,100,51.5085,-0.1257
2020-01-08 21:00:00,9.0,0.9,0.9,0.0,4.6,0.0,100,51.5085,-0.1257
2020-01-08 22:00:00,9.1,1.4,1.4,0.0,9.6,0.0,100,51.5085,-0.1257
2020-01-08 23:00:00,9.4,0.6,0.6,0.0,14.5,0.0,100,51.5085,-0.1257
2020-01-09 00:00:00,10.2,0.0,0.0,0.0,16.7,0.0,100,51.5085,-0.1257
2020-01-09 01:00:00,11.2,1.4,1.4,0.0,24.4,0.0,100,51.5085,-0.1257
2020-01-09 02:00:00,11.5,0.2,0.2,0.0,30.2,0.0,100,51.5085,-0.1257
2020-01-09 03:00:00,11.9,0.1,0.1,0.0,30.3,0.0,100,51.5085,-0.1257
2020-01-09 04:00:00,12.1,0.7,0.7,0.0,30.4,0.0,100,51.5085,-0.1257
2020-01-09 05:00:00,12.2,0.2,0.2,0.0,33.5,0.0,100,51.5085,-0.1257
2020-01-09 06:00:00,12.1,0.1,0.1,0.0,33.0,0.0,100,51.5085,-0.1257
2020-01-09 07:00:00,12.2,0.0,0.0,0.0,32.4,0.0,100,51.5085,-0.1257
2020-01-09 08:00:00,12.1,0.1,0.1,0.0,32.1,0.0,92,51.5085,-0.1257
2020-01-09 09:00:00,11.0,0.0,0.0,0.0,31.4,12.0,27,51.5085,-0.1257
2020-01-09 10:00:00,10.8,0.0,0.0,0.0,28.3,100.0,16,51.5085,-0.1257
2020-01-09 11:00:00,11.2,0.0,0.0,0.0,23.6,176.0,10,51.5085,-0.1257
2020-01-09 12:00:00,12.3,0.0,0.0,0.0,22.9,221.0,8,51.5085,-0.1257
2020-01-09 13:00:00,12.5,0.0,0.0,0.0,18.1,227.0,46,51.5085,-0.1257
2020-01-09 14:00:00,12.6,0.0,0.0,0.0,17.6,163.0,100,51.5085,-0.1257
2020-01-09 15:00:00,11.9,0.1,0.1,0.0,15.8,47.0,100,51.5085,-0.1257
2020-01-09 16:00:00,11.4,3.5,3.5,0.0,23.3,12.0,82,51.5085,-0.1257
2020-01-09 17:00:00,11.2,0.1,0.1,0.0,27.4,0.0,20,51.5085,-0.1257
2020-01-09 18:00:00,9.8,0.0,0.0,0.0,30.1,0.0,16,51.5085,-0.1257
2020-01-09 19:00:00,8.6,0.0,0.0,0.0,22.1,0.0,5,51.5085,-0.1257
2020-01-09 20:00:00,7.7,0.0,0.0,0.0,16.8,0.0,11,51.5085,-0.1257
2020-01-09 21:00:00,7.1,0.0,0.0,0.0,14.0,0.0,15,51.5085,-0.1257
2020-01-09 22:00:00,6.7,0.0,0.0,0.0,12.6,0.0,14,51.5085,-0.1257
2020-01-09 23:00:00,6.4,0.0,0.0,0.0,10.4,0.0,100,51.5085,-0.1257
2020-01-10 00:00:00,6.8,0.0,0.0,0.0,15.3,0.0,96,51.5085,-0.1257
2020-01-10 01:00:00,6.1,0.1,0.1,0.0,18.3,0.0,96,51.5085,-0.1257
2020-01-10 02:00:00,6.4,0.0,0.0,0.0,17.1,0.0,99,51.5085,-0.1257
2020-01-10 03:00:00,6.6,0.0,0.0,0.0,18.7,0.0,22,51.5085,-0.1257
2020-01-10 04:00:00,5.7,0.0,0.0,0.0,15.7,0.0,32,51.5085,-0.1257
2020-01-10 05:00:00,5.4,0.0,0.0,0.0,15.6,0.0,74,51.5085,-0.1257
2020-01-10 06:00:00,5.5,0.0,0.0,0.0,16.3,0.0,99,51.5085,-0.1257
2020-01-10 07:00:00,5.1,0.0,0.0,0.0,13.7,0.0,64,51.5085,-0.1257
2020-01-10 08:00:00,4.6,0.0,0.0,0.0,13.4,0.0,29,51.5085,-0.1257
2020-01-10 09:00:00,4.3,0.0,0.0,0.0,13.1,20.0,35,51.5085,-0.1257
2020-01-10 10:00:00,5.1,0.0,0.0,0.0,13.0,96.0,28,51.5085,-0.1257
2020-01-10 11:00:00,6.0,0.0,0.0,0.0,13.4,167.0,3,51.5085,-0.1257
2020-01-10 12:00:00,6.8,0.0,0.0,0.0,12.9,240.0,1,51.5085,-0.1257
2020-01-10 13:00:00,7.3,0.0,0.0,0.0,10.4,254.0,1,51.5085,-0.1257
2020-01-10 14:00:00,7.6,0.0,0.0,0.0,11.2,218.0,22,51.5085,-0.1257
2020-01-10 15:00:00,7.3,0.0,0.0,0.0,5.8,122.0,58,51.5085,-0.1257
2020-01-10 16:00:00,5.5,0.0,0.0,0.0,7.2,41.0,75,51.5085,-0.1257
2020-01-10 17:00:00,4.8,0.0,0.0,0.0,6.6,0.0,36,51.5085,-0.1257
2020-01-10 18:00:00,4.0,0.0,0.0,0.0,8.5,0.0,5,51.5085,-0.1257
2020-01-10 19:00:00,3.8,0.0,0.0,0.0,10.8,0.0,27,51.5085,-0.1257
2020-01-10 20:00:00,3.7,0.0,0.0,0.0,10.9,0.0,39,51.5085,-0.1257
2020-01-10 21:00:00,3.6,0.0,0.0,0.0,11.9,0.0,85,51.5085,-0.1257
2020-01-10 22:00:00,3.8,0.0,0.0,0.0,13.7,0.0,94,51.5085,-0.1257
2020-01-10 23:00:00,4.3,0.0,0.0,0.0,15.8,0.0,95,51.5085,-0.1257
2020-01-11 00:00:00,5.1,0.0,0.0,0.0,17.3,0.0,100,51.5085,-0.1257
2020-01-11 01:00:00,5.9,0.0,0.0,0.0,19.0,0.0,100,51.5085,-0.1257
2020-01-11 02:00:00,7.3,0.0,0.0,0.0,19.0,0.0,98,51.5085,-0.1257
2020-01-11 03:00:00,7.8,0.0,0.0,0.0,21.6,0.0,98,51.5085,-0.1257
2020-01-11 04:00:00,7.8,0.0,0.0,0.0,24.0,0.0,99,51.5085,-0.1257
2020-01-11 05:00:00,8.1,0.0,0.0,0.0,24.8,0.0,98,51.5085,-0.1257
2020-01-11 06:00:00,8.2,0.0,0.0,0.0,25.4,0.0,94,51.5085,-0.1257
2020-01-11 07:00:00,8.1,0.0,0.0,0.0,25.7,0.0,97,51.5085,-0.1257
2020-01-11 08:00:00,8.2,0.0,0.0,0.0,25.8,0.0,99,51.5085,-0.1257
2020-01-11 09:00:00,8.8,0.0,0.0,0.0,28.2,15.0,98,51.5085,-0.1257
2020-01-11 10:00:00,9.4,0.0,0.0,0.0,29.8,62.0,91,51.5085,-0.1257
2020-01-11 11:00:00,9.9,0.0,0.0,0.0,26.6,119.0,73,51.5085,-0.1257
2020-01-11 12:00:00,9.7,0.0,0.0,0.0,25.5,180.0,88,51.5085,-0.1257
2020-01-11 13:00:00,9.8,0.0,0.0,0.0,32.2,71.0,82,51.5085,-0.1257
2020-01-11 14:00:00,9.9,0.0,0.0,0.0,28.8,97.0,93,51.5085,-0.1257
2020-01-11 15:00:00,9.7,0.0,0.0,0.0,31.3,69.0,100,51.5085,-0.1257
2020-01-11 16:00:00,9.6,0.0,0.0,0.0,31.0,21.0,100,51.5085,-0.1257
2020-01-11 17:00:00,9.8,0.0,0.0,0.0,32.4,0.0,100,51.5085,-0.1257
2020-01-11 18:00:00,10.0,0.0,0.0,0.0,32.1,0.0,100,51.5085,-0.1257
2020-01-11 19:00:00,10.1,0.0,0.0,0.0,33.1,0.0,99,51.5085,-0.1257
2020-01-11 20:00:00,10.1,0.0,0.0,0.0,32.4,0.0,100,51.5085,-0.1257
2020-01-11 21:00:00,10.0,0.0,0.0,0.0,31.9,0.0,99,51.5085,-0.1257
2020-01-11 22:00:00,10.0,0.0,0.0,0.0,31.4,0.0,100,51.5085,-0.1257
2020-01-11 23:00:00,10.0,0.0,0.0,0.0,32.0,0.0,99,51.5085,-0.1257
2020-01-12 00:00:00,9.8,0.0,0.0,0.0,29.9,0.0,96,51.5085,-0.1257
2020-01-12 01:00:00,9.8,0.0,0.0,0.0,29.5,0.0,100,51.5085,-0.1257
2020-01-12 02:00:00,9.9,0.0,0.0,0.0,30.9,0.0,100,51.5085,-0.1257
2020-01-12 03:00:00,9.9,0.2,0.2,0.0,30.9,0.0,100,51.5085,-0.1257
2020-01-12 04:00:00,10.0,0.4,0.4,0.0,31.5,0.0,100,51.5085,-0.1257
2020-01-12 05:00:00,10.0,0.1,0.1,0.0,31.1,0.0,99,51.5085,-0.1257
2020-01-12 06:00:00,10.4,0.1,0.1,0.0,29.8,0.0,100,51.5085,-0.1257
2020-01-12 07:00:00,10.9,0.0,0.0,0.0,28.8,0.0,63,51.5085,-0.1257
2020-01-12 08:00:00,10.3,0.1,0.1,0.0,28.2,0.0,34,51.5085,-0.1257
2020-01-12 09:00:00,9.9,0.1,0.1,0.0,27.2,19.0,97,51.5085,-0.1257
2020-01-12 10:00:00,10.1,0.0,0.0,0.0,27.2,78.0,22,51.5085,-0.1257
2020-01-12 11:00:00,10.5,0.0,0.0,0.0,26.6,181.0,4,51.5085,-0.1257
2020-01-12 12:00:00,10.9,0.0,0.0,0.0,25.3,249.0,19,51.5085,-0.1257
2020-01-12 13:00:00,11.1,0.0,0.0,0.0,26.9,230.0,7,51.5085,-0.1257
